amount,date,degree,lottery_nr,number,winning
24.00,25-11-2014,trójka,5557 ,66365,"1,5,12,18,29,34"
0.00,27-11-2014,szóstka,5558 ,0,"5,8,10,19,23,40"
3750.70,27-11-2014,piątka,5558 ,52,"5,8,10,19,23,40"
69.50,27-11-2014,czwórka,5558 ,2534,"5,8,10,19,23,40"
24.00,27-11-2014,trójka,5558 ,41427,"5,8,10,19,23,40"
0.00,29-11-2014,szóstka,5559 ,0,"4,5,21,30,31,49"
7338.70,29-11-2014,piątka,5559 ,38,"4,5,21,30,31,49"
219.00,29-11-2014,czwórka,5559 ,2445,"4,5,21,30,31,49"
24.00,29-11-2014,trójka,5559 ,47407,"4,5,21,30,31,49"
0.00,02-12-2014,szóstka,5560 ,0,"3,7,18,40,46,47"
5707.30,02-12-2014,piątka,5560 ,48,"3,7,18,40,46,47"
227.70,02-12-2014,czwórka,5560 ,2306,"3,7,18,40,46,47"
24.00,02-12-2014,trójka,5560 ,46609,"3,7,18,40,46,47"
0.00,06-12-2014,szóstka,5562 ,0,"7,15,34,37,39,42"
4703.00,06-12-2014,piątka,5562 ,104,"7,15,34,37,39,42"
163.50,06-12-2014,czwórka,5562 ,5151,"7,15,34,37,39,42"
24.00,06-12-2014,trójka,5562 ,87204,"7,15,34,37,39,42"
0.00,04-12-2014,szóstka,5561 ,0,"15,30,31,37,43,47"
6938.50,04-12-2014,piątka,5561 ,48,"15,30,31,37,43,47"
309.30,04-12-2014,czwórka,5561 ,2569,"15,30,31,37,43,47"
24.00,04-12-2014,trójka,5561 ,50163,"15,30,31,37,43,47"
11533844.70,09-12-2014,szóstka,5563 ,1,"23,24,41,42,47,49"
5856.30,09-12-2014,piątka,5563 ,90,"23,24,41,42,47,49"
248.10,09-12-2014,czwórka,5563 ,4567,"23,24,41,42,47,49"
24.00,09-12-2014,trójka,5563 ,84558,"23,24,41,42,47,49"
0.00,11-12-2014,szóstka,5564 ,0,"11,18,19,31,43,47"
5434.00,11-12-2014,piątka,5564 ,39,"11,18,19,31,43,47"
222.30,11-12-2014,czwórka,5564 ,1890,"11,18,19,31,43,47"
24.00,11-12-2014,trójka,5564 ,35481,"11,18,19,31,43,47"
0.00,13-12-2014,szóstka,5565 ,0,"5,6,8,19,40,44"
5605.30,13-12-2014,piątka,5565 ,52,"5,6,8,19,40,44"
128.30,13-12-2014,czwórka,5565 ,3161,"5,6,8,19,40,44"
24.00,13-12-2014,trójka,5565 ,55980,"5,6,8,19,40,44"
0.00,25-12-2014,szóstka,5570 ,0,"4,19,28,34,36,38"
8174.80,25-12-2014,piątka,5570 ,30,"4,19,28,34,36,38"
175.00,25-12-2014,czwórka,5570 ,2345,"4,19,28,34,36,38"
24.00,25-12-2014,trójka,5570 ,44215,"4,19,28,34,36,38"
0.00,18-12-2014,szóstka,5567 ,0,"16,19,31,38,43,46"
5899.30,18-12-2014,piątka,5567 ,59,"16,19,31,38,43,46"
250.30,18-12-2014,czwórka,5567 ,2983,"16,19,31,38,43,46"
24.00,18-12-2014,trójka,5567 ,55907,"16,19,31,38,43,46"
0.00,16-12-2014,szóstka,5566 ,0,"3,10,27,30,32,36"
6838.40,16-12-2014,piątka,5566 ,44,"3,10,27,30,32,36"
190.90,16-12-2014,czwórka,5566 ,2790,"3,10,27,30,32,36"
24.00,16-12-2014,trójka,5566 ,53035,"3,10,27,30,32,36"
2000000.00,23-12-2014,szóstka,5569 ,1,"4,9,21,23,28,49"
5462.20,23-12-2014,piątka,5569 ,54,"4,9,21,23,28,49"
109.60,23-12-2014,czwórka,5569 ,3382,"4,9,21,23,28,49"
24.00,23-12-2014,trójka,5569 ,58299,"4,9,21,23,28,49"
4609043.90,20-12-2014,szóstka,5568 ,2,"1,14,20,31,35,41"
5884.10,20-12-2014,piątka,5568 ,89,"1,14,20,31,35,41"
255.00,20-12-2014,czwórka,5568 ,4415,"1,14,20,31,35,41"
24.00,20-12-2014,trójka,5568 ,84016,"1,14,20,31,35,41"
0.00,28-09-2010,szóstka,4906 ,0,"15,24,27,31,36,44"
4318.80,28-09-2010,piątka,4906 ,49,"15,24,27,31,36,44"
254.20,28-09-2010,czwórka,4906 ,2067,"15,24,27,31,36,44"
20.00,28-09-2010,trójka,4906 ,37216,"15,24,27,31,36,44"
0.00,27-12-2014,szóstka,5571 ,0,"4,20,21,24,27,46"
7487.30,27-12-2014,piątka,5571 ,30,"4,20,21,24,27,46"
186.90,27-12-2014,czwórka,5571 ,2080,"4,20,21,24,27,46"
24.00,27-12-2014,trójka,5571 ,39965,"4,20,21,24,27,46"
2553768.10,30-09-2010,szóstka,4907 ,1,"6,9,16,17,26,48"
4679.70,30-09-2010,piątka,4907 ,54,"6,9,16,17,26,48"
235.40,30-09-2010,czwórka,4907 ,2405,"6,9,16,17,26,48"
20.00,30-09-2010,trójka,4907 ,47511,"6,9,16,17,26,48"
2000000.00,09-10-2010,szóstka,4911 ,1,"8,18,22,23,29,35"
5475.60,09-10-2010,piątka,4911 ,54,"8,18,22,23,29,35"
208.10,09-10-2010,czwórka,4911 ,3137,"8,18,22,23,29,35"
20.00,09-10-2010,trójka,4911 ,56071,"8,18,22,23,29,35"
0.00,05-10-2010,szóstka,4909 ,0,"7,14,16,36,38,44"
3329.00,05-10-2010,piątka,4909 ,75,"7,14,16,36,38,44"
252.40,05-10-2010,czwórka,4909 ,2496,"7,14,16,36,38,44"
20.00,05-10-2010,trójka,4909 ,43414,"7,14,16,36,38,44"
0.00,12-10-2010,szóstka,4912 ,0,"8,16,32,33,47,48"
4912.40,12-10-2010,piątka,4912 ,44,"8,16,32,33,47,48"
264.50,12-10-2010,czwórka,4912 ,2185,"8,16,32,33,47,48"
20.00,12-10-2010,trójka,4912 ,35956,"8,16,32,33,47,48"
0.00,02-10-2010,szóstka,4908 ,0,"1,4,7,13,41,43"
4470.20,02-10-2010,piątka,4908 ,65,"1,4,7,13,41,43"
141.60,02-10-2010,czwórka,4908 ,3564,"1,4,7,13,41,43"
20.00,02-10-2010,trójka,4908 ,61950,"1,4,7,13,41,43"
4657672.60,07-10-2010,szóstka,4910 ,1,"3,11,13,14,17,37"
4258.70,07-10-2010,piątka,4910 ,72,"3,11,13,14,17,37"
133.30,07-10-2010,czwórka,4910 ,3799,"3,11,13,14,17,37"
20.00,07-10-2010,trójka,4910 ,66670,"3,11,13,14,17,37"
0.00,16-10-2010,szóstka,4914 ,0,"14,25,26,38,42,43"
6005.80,16-10-2010,piątka,4914 ,66,"14,25,26,38,42,43"
287.50,16-10-2010,czwórka,4914 ,3583,"14,25,26,38,42,43"
20.00,16-10-2010,trójka,4914 ,67415,"14,25,26,38,42,43"
0.00,14-10-2010,szóstka,4913 ,0,"2,6,10,26,28,47"
5601.20,14-10-2010,piątka,4913 ,44,"2,6,10,26,28,47"
226.10,14-10-2010,czwórka,4913 ,2521,"2,6,10,26,28,47"
20.00,14-10-2010,trójka,4913 ,45441,"2,6,10,26,28,47"
6889667.80,19-10-2010,szóstka,4915 ,1,"12,21,25,33,38,48"
5876.10,19-10-2010,piątka,4915 ,67,"12,21,25,33,38,48"
233.70,19-10-2010,czwórka,4915 ,3914,"12,21,25,33,38,48"
20.00,19-10-2010,trójka,4915 ,72384,"12,21,25,33,38,48"
0.00,28-10-2010,szóstka,4919 ,0,"7,18,21,24,28,41"
4062.60,28-10-2010,piątka,4919 ,94,"7,18,21,24,28,41"
175.50,28-10-2010,czwórka,4919 ,4322,"7,18,21,24,28,41"
20.00,28-10-2010,trójka,4919 ,76656,"7,18,21,24,28,41"
9980739.90,30-10-2010,szóstka,4920 ,1,"5,9,18,23,35,42"
2946.00,30-10-2010,piątka,4920 ,198,"5,9,18,23,35,42"
164.60,30-10-2010,czwórka,4920 ,7155,"5,9,18,23,35,42"
20.00,30-10-2010,trójka,4920 ,116120,"5,9,18,23,35,42"
0.00,23-10-2010,szóstka,4917 ,0,"8,13,14,33,34,39"
6638.30,23-10-2010,piątka,4917 ,48,"8,13,14,33,34,39"
220.60,23-10-2010,czwórka,4917 ,3223,"8,13,14,33,34,39"
20.00,23-10-2010,trójka,4917 ,60044,"8,13,14,33,34,39"
0.00,21-10-2010,szóstka,4916 ,0,"12,22,27,31,36,40"
4581.60,21-10-2010,piątka,4916 ,46,"12,22,27,31,36,40"
296.10,21-10-2010,czwórka,4916 ,1846,"12,22,27,31,36,40"
20.00,21-10-2010,trójka,4916 ,35903,"12,22,27,31,36,40"
0.00,26-10-2010,szóstka,4918 ,0,"8,21,24,27,38,44"
8208.00,26-10-2010,piątka,4918 ,39,"8,21,24,27,38,44"
253.50,26-10-2010,czwórka,4918 ,3059,"8,21,24,27,38,44"
20.00,26-10-2010,trójka,4918 ,57268,"8,21,24,27,38,44"
800785.10,04-11-2010,szóstka,4922 ,3,"9,25,29,41,43,46"
5691.00,04-11-2010,piątka,4922 ,44,"9,25,29,41,43,46"
339.70,04-11-2010,czwórka,4922 ,2082,"9,25,29,41,43,46"
20.00,04-11-2010,trójka,4922 ,39759,"9,25,29,41,43,46"
0.00,06-11-2010,szóstka,4923 ,0,"2,19,25,27,36,39"
6809.30,06-11-2010,piątka,4923 ,41,"2,19,25,27,36,39"
247.20,06-11-2010,czwórka,4923 ,2635,"2,19,25,27,36,39"
20.00,06-11-2010,trójka,4923 ,51198,"2,19,25,27,36,39"
0.00,02-11-2010,szóstka,4921 ,0,"10,11,13,14,38,48"
7766.40,02-11-2010,piątka,4921 ,24,"10,11,13,14,38,48"
332.50,02-11-2010,czwórka,4921 ,1519,"10,11,13,14,38,48"
20.00,02-11-2010,trójka,4921 ,30667,"10,11,13,14,38,48"
0.00,11-11-2010,szóstka,4925 ,0,"5,15,16,28,30,35"
6993.50,11-11-2010,piątka,4925 ,27,"5,15,16,28,30,35"
237.20,11-11-2010,czwórka,4925 ,1843,"5,15,16,28,30,35"
20.00,11-11-2010,trójka,4925 ,34797,"5,15,16,28,30,35"
2978012.30,09-11-2010,szóstka,4924 ,1,"1,12,22,28,40,47"
8196.20,09-11-2010,piątka,4924 ,32,"1,12,22,28,40,47"
319.70,09-11-2010,czwórka,4924 ,2192,"1,12,22,28,40,47"
20.00,09-11-2010,trójka,4924 ,43647,"1,12,22,28,40,47"
0.00,13-11-2010,szóstka,4926 ,0,"7,15,20,26,37,41"
6440.90,13-11-2010,piątka,4926 ,51,"7,15,20,26,37,41"
289.80,13-11-2010,czwórka,4926 ,2898,"7,15,20,26,37,41"
20.00,13-11-2010,trójka,4926 ,56555,"7,15,20,26,37,41"
4721367.60,16-11-2010,szóstka,4927 ,1,"7,25,34,39,40,41"
8528.10,16-11-2010,piątka,4927 ,40,"7,25,34,39,40,41"
330.30,16-11-2010,czwórka,4927 ,2821,"7,25,34,39,40,41"
20.00,16-11-2010,trójka,4927 ,55753,"7,25,34,39,40,41"
0.00,18-11-2010,szóstka,4928 ,0,"7,20,21,26,32,38"
4269.20,18-11-2010,piątka,4928 ,50,"7,20,21,26,32,38"
218.00,18-11-2010,czwórka,4928 ,2234,"7,20,21,26,32,38"
20.00,18-11-2010,trójka,4928 ,39687,"7,20,21,26,32,38"
0.00,20-11-2010,szóstka,4929 ,0,"1,3,10,16,33,39"
6375.20,20-11-2010,piątka,4929 ,50,"1,3,10,16,33,39"
252.40,20-11-2010,czwórka,4929 ,3013,"1,3,10,16,33,39"
20.00,20-11-2010,trójka,4929 ,57610,"1,3,10,16,33,39"
0.00,23-11-2010,szóstka,4930 ,0,"12,15,20,36,42,44"
7640.00,23-11-2010,piątka,4930 ,42,"12,15,20,36,42,44"
325.90,23-11-2010,czwórka,4930 ,2702,"12,15,20,36,42,44"
20.00,23-11-2010,trójka,4930 ,52235,"12,15,20,36,42,44"
0.00,25-11-2010,szóstka,4931 ,0,"19,22,25,28,40,46"
5586.20,25-11-2010,piątka,4931 ,70,"19,22,25,28,40,46"
287.10,25-11-2010,czwórka,4931 ,3463,"19,22,25,28,40,46"
20.00,25-11-2010,trójka,4931 ,67614,"19,22,25,28,40,46"
0.00,27-11-2010,szóstka,4932 ,0,"5,7,19,29,34,42"
5208.20,27-11-2010,piątka,4932 ,110,"5,7,19,29,34,42"
199.80,27-11-2010,czwórka,4932 ,6004,"5,7,19,29,34,42"
20.00,27-11-2010,trójka,4932 ,111916,"5,7,19,29,34,42"
0.00,30-11-2010,szóstka,4933 ,0,"1,13,18,25,26,29"
4596.50,30-11-2010,piątka,4933 ,137,"1,13,18,25,26,29"
206.50,30-11-2010,czwórka,4933 ,6570,"1,13,18,25,26,29"
20.00,30-11-2010,trójka,4933 ,121099,"1,13,18,25,26,29"
0.00,02-12-2010,szóstka,4934 ,0,"13,15,25,30,37,42"
4913.50,02-12-2010,piątka,4934 ,141,"13,15,25,30,37,42"
214.40,02-12-2010,czwórka,4934 ,7259,"13,15,25,30,37,42"
20.00,02-12-2010,trójka,4934 ,130055,"13,15,25,30,37,42"
0.00,07-12-2010,szóstka,4936 ,0,"13,22,24,27,36,37"
5759.40,07-12-2010,piątka,4936 ,39,"13,22,24,27,36,37"
203.30,07-12-2010,czwórka,4936 ,2360,"13,22,24,27,36,37"
20.00,07-12-2010,trójka,4936 ,43399,"13,22,24,27,36,37"
2632629.40,09-12-2010,szóstka,4937 ,1,"4,15,16,17,30,40"
7056.90,09-12-2010,piątka,4937 ,36,"4,15,16,17,30,40"
267.60,09-12-2010,czwórka,4937 ,2382,"4,15,16,17,30,40"
20.00,09-12-2010,trójka,4937 ,44348,"4,15,16,17,30,40"
23378863.20,04-12-2010,szóstka,4935 ,1,"1,8,26,29,38,43"
7310.40,04-12-2010,piątka,4935 ,152,"1,8,26,29,38,43"
300.60,04-12-2010,czwórka,4935 ,9781,"1,8,26,29,38,43"
20.00,04-12-2010,trójka,4935 ,186379,"1,8,26,29,38,43"
0.00,18-12-2010,szóstka,4941 ,0,"10,19,21,33,39,45"
4743.60,18-12-2010,piątka,4941 ,93,"10,19,21,33,39,45"
213.30,18-12-2010,czwórka,4941 ,4694,"10,19,21,33,39,45"
20.00,18-12-2010,trójka,4941 ,82294,"10,19,21,33,39,45"
0.00,16-12-2010,szóstka,4940 ,0,"4,9,31,39,42,46"
5272.30,16-12-2010,piątka,4940 ,61,"4,9,31,39,42,46"
342.80,16-12-2010,czwórka,4940 ,2604,"4,9,31,39,42,46"
20.00,16-12-2010,trójka,4940 ,51859,"4,9,31,39,42,46"
0.00,11-12-2010,szóstka,4938 ,0,"6,13,15,18,44,46"
7645.40,11-12-2010,piątka,4938 ,37,"6,13,15,18,44,46"
285.50,11-12-2010,czwórka,4938 ,2534,"6,13,15,18,44,46"
20.00,11-12-2010,trójka,4938 ,48702,"6,13,15,18,44,46"
0.00,14-12-2010,szóstka,4939 ,0,"11,15,23,31,39,41"
4081.70,14-12-2010,piątka,4939 ,64,"11,15,23,31,39,41"
197.70,14-12-2010,czwórka,4939 ,2971,"11,15,23,31,39,41"
20.00,14-12-2010,trójka,4939 ,49000,"11,15,23,31,39,41"
0.00,21-12-2010,szóstka,4942 ,0,"15,17,32,38,39,40"
7793.60,21-12-2010,piątka,4942 ,59,"15,17,32,38,39,40"
337.70,21-12-2010,czwórka,4942 ,3698,"15,17,32,38,39,40"
20.00,21-12-2010,trójka,4942 ,75508,"15,17,32,38,39,40"
0.00,23-12-2010,szóstka,4943 ,0,"2,12,29,34,43,48"
4852.70,23-12-2010,piątka,4943 ,120,"2,12,29,34,43,48"
255.70,23-12-2010,czwórka,4943 ,5663,"2,12,29,34,43,48"
7887467.60,25-12-2010,szóstka,4944 ,2,"5,13,18,23,39,47"
4221.00,25-12-2010,piątka,4944 ,123,"5,13,18,23,39,47"
217.50,25-12-2010,czwórka,4944 ,5359,"5,13,18,23,39,47"
20.00,25-12-2010,trójka,4944 ,97492,"5,13,18,23,39,47"
20.00,23-12-2010,trójka,4943 ,102317,"2,12,29,34,43,48"
2000000.00,28-12-2010,szóstka,4945 ,1,"7,19,29,41,42,47"
7318.50,28-12-2010,piątka,4945 ,34,"7,19,29,41,42,47"
256.90,28-12-2010,czwórka,4945 ,2370,"7,19,29,41,42,47"
20.00,28-12-2010,trójka,4945 ,44209,"7,19,29,41,42,47"
3605946.30,14-09-2013,szóstka,5370 ,2,"2,6,19,35,41,45"
5520.50,14-09-2013,piątka,5370 ,83,"2,6,19,35,41,45"
193.30,14-09-2013,czwórka,5370 ,4219,"2,6,19,35,41,45"
24.00,14-09-2013,trójka,5370 ,80576,"2,6,19,35,41,45"
0.00,17-09-2013,szóstka,5371 ,0,"2,8,15,25,26,46"
2874.50,17-09-2013,piątka,5371 ,76,"2,8,15,25,26,46"
131.00,17-09-2013,czwórka,5371 ,2396,"2,8,15,25,26,46"
24.00,17-09-2013,trójka,5371 ,41545,"2,8,15,25,26,46"
0.00,19-09-2013,szóstka,5372 ,0,"5,16,17,23,24,33"
5276.30,19-09-2013,piątka,5372 ,45,"5,16,17,23,24,33"
103.70,19-09-2013,czwórka,5372 ,2665,"5,16,17,23,24,33"
24.00,19-09-2013,trójka,5372 ,47849,"5,16,17,23,24,33"
0.00,21-09-2013,szóstka,5373 ,0,"4,16,17,22,33,34"
4819.40,21-09-2013,piątka,5373 ,76,"4,16,17,22,33,34"
103.60,21-09-2013,czwórka,5373 ,4416,"4,16,17,22,33,34"
24.00,21-09-2013,trójka,5373 ,72508,"4,16,17,22,33,34"
0.00,24-09-2013,szóstka,5374 ,0,"1,7,23,32,36,46"
5535.20,24-09-2013,piątka,5374 ,62,"1,7,23,32,36,46"
168.90,24-09-2013,czwórka,5374 ,3386,"1,7,23,32,36,46"
24.00,24-09-2013,trójka,5374 ,61974,"1,7,23,32,36,46"
2000000.00,28-09-2013,szóstka,5376 ,1,"4,13,14,28,31,34"
4695.40,28-09-2013,piątka,5376 ,59,"4,13,14,28,31,34"
135.80,28-09-2013,czwórka,5376 ,2864,"4,13,14,28,31,34"
8495547.70,26-09-2013,szóstka,5375 ,1,"2,23,26,29,38,48"
5835.50,26-09-2013,piątka,5375 ,65,"2,23,26,29,38,48"
185.60,26-09-2013,czwórka,5375 ,3533,"2,23,26,29,38,48"
24.00,26-09-2013,trójka,5375 ,67507,"2,23,26,29,38,48"
24.00,28-09-2013,trójka,5376 ,53056,"4,13,14,28,31,34"
0.00,01-10-2013,szóstka,5377 ,0,"4,10,11,21,28,39"
6051.60,01-10-2013,piątka,5377 ,35,"4,10,11,21,28,39"
137.20,01-10-2013,czwórka,5377 ,2257,"4,10,11,21,28,39"
24.00,01-10-2013,trójka,5377 ,40056,"4,10,11,21,28,39"
0.00,08-10-2013,szóstka,5380 ,0,"1,12,32,34,37,46"
7472.50,08-10-2013,piątka,5380 ,32,"1,12,32,34,37,46"
234.10,08-10-2013,czwórka,5380 ,2073,"1,12,32,34,37,46"
24.00,08-10-2013,trójka,5380 ,39561,"1,12,32,34,37,46"
0.00,05-10-2013,szóstka,5379 ,0,"1,5,17,18,27,40"
4559.50,05-10-2013,piątka,5379 ,60,"1,5,17,18,27,40"
135.30,05-10-2013,czwórka,5379 ,2895,"1,5,17,18,27,40"
24.00,05-10-2013,trójka,5379 ,52079,"1,5,17,18,27,40"
2457762.20,03-10-2013,szóstka,5378 ,1,"5,9,15,20,41,45"
5342.30,03-10-2013,piątka,5378 ,44,"5,9,15,20,41,45"
167.50,03-10-2013,czwórka,5378 ,2349,"5,9,15,20,41,45"
24.00,03-10-2013,trójka,5378 ,42377,"5,9,15,20,41,45"
0.00,10-10-2013,szóstka,5381 ,0,"1,5,27,31,36,48"
7358.90,10-10-2013,piątka,5381 ,40,"1,5,27,31,36,48"
222.80,10-10-2013,czwórka,5381 ,2507,"1,5,27,31,36,48"
24.00,10-10-2013,trójka,5381 ,50316,"1,5,27,31,36,48"
2000000.00,15-10-2013,szóstka,5383 ,1,"4,6,8,14,27,42"
3956.20,15-10-2013,piątka,5383 ,55,"4,6,8,14,27,42"
78.40,15-10-2013,czwórka,5383 ,2640,"4,6,8,14,27,42"
24.00,15-10-2013,trójka,5383 ,45784,"4,6,8,14,27,42"
6798359.30,12-10-2013,szóstka,5382 ,1,"3,15,18,28,34,45"
5232.00,12-10-2013,piątka,5382 ,82,"3,15,18,28,34,45"
142.40,12-10-2013,czwórka,5382 ,4687,"3,15,18,28,34,45"
24.00,12-10-2013,trójka,5382 ,79448,"3,15,18,28,34,45"
0.00,17-10-2013,szóstka,5384 ,0,"5,7,22,35,37,48"
5614.50,17-10-2013,piątka,5384 ,37,"5,7,22,35,37,48"
151.90,17-10-2013,czwórka,5384 ,2148,"5,7,22,35,37,48"
24.00,17-10-2013,trójka,5384 ,38342,"5,7,22,35,37,48"
2818913.60,19-10-2013,szóstka,5385 ,1,"4,10,25,31,37,44"
5347.30,19-10-2013,piątka,5385 ,57,"4,10,25,31,37,44"
190.80,19-10-2013,czwórka,5385 ,2919,"4,10,25,31,37,44"
24.00,19-10-2013,trójka,5385 ,52999,"4,10,25,31,37,44"
0.00,22-10-2013,szóstka,5386 ,0,"13,15,17,23,33,42"
3723.10,22-10-2013,piątka,5386 ,56,"13,15,17,23,33,42"
65.00,22-10-2013,czwórka,5386 ,2540,"13,15,17,23,33,42"
24.00,22-10-2013,trójka,5386 ,45247,"13,15,17,23,33,42"
0.00,26-10-2013,szóstka,5388 ,0,"12,13,16,28,40,47"
7580.60,26-10-2013,piątka,5388 ,35,"12,13,16,28,40,47"
226.40,26-10-2013,czwórka,5388 ,2263,"12,13,16,28,40,47"
24.00,26-10-2013,trójka,5388 ,44988,"12,13,16,28,40,47"
2410605.90,24-10-2013,szóstka,5387 ,1,"10,21,30,41,43,44"
5471.60,24-10-2013,piątka,5387 ,42,"10,21,30,41,43,44"
310.40,24-10-2013,czwórka,5387 ,1755,"10,21,30,41,43,44"
24.00,24-10-2013,trójka,5387 ,34757,"10,21,30,41,43,44"
2777977.10,29-10-2013,szóstka,5389 ,1,"1,12,27,33,40,44"
6480.20,29-10-2013,piątka,5389 ,37,"1,12,27,33,40,44"
209.60,29-10-2013,czwórka,5389 ,2156,"1,12,27,33,40,44"
24.00,29-10-2013,trójka,5389 ,41115,"1,12,27,33,40,44"
0.00,02-11-2013,szóstka,5391 ,0,"9,19,31,37,44,45"
10496.50,02-11-2013,piątka,5391 ,20,"9,19,31,37,44,45"
236.40,02-11-2013,czwórka,5391 ,1794,"9,19,31,37,44,45"
24.00,02-11-2013,trójka,5391 ,34815,"9,19,31,37,44,45"
0.00,05-11-2013,szóstka,5392 ,0,"18,29,38,39,43,48"
5693.60,05-11-2013,piątka,5392 ,43,"18,29,38,39,43,48"
323.40,05-11-2013,czwórka,5392 ,1879,"18,29,38,39,43,48"
24.00,05-11-2013,trójka,5392 ,35889,"18,29,38,39,43,48"
2000000.00,31-10-2013,szóstka,5390 ,1,"2,4,18,20,22,29"
4586.10,31-10-2013,piątka,5390 ,51,"2,4,18,20,22,29"
125.00,31-10-2013,czwórka,5390 ,2517,"2,4,18,20,22,29"
24.00,31-10-2013,trójka,5390 ,45365,"2,4,18,20,22,29"
4157130.20,07-11-2013,szóstka,5393 ,1,"3,24,38,41,42,49"
5103.20,07-11-2013,piątka,5393 ,59,"3,24,38,41,42,49"
208.10,07-11-2013,czwórka,5393 ,2767,"3,24,38,41,42,49"
24.00,07-11-2013,trójka,5393 ,51282,"3,24,38,41,42,49"
0.00,14-11-2013,szóstka,5396 ,0,"22,23,34,35,39,49"
7556.10,14-11-2013,piątka,5396 ,40,"22,23,34,35,39,49"
259.20,14-11-2013,czwórka,5396 ,2521,"22,23,34,35,39,49"
24.00,14-11-2013,trójka,5396 ,48340,"22,23,34,35,39,49"
0.00,09-11-2013,szóstka,5394 ,0,"8,16,23,24,29,48"
4611.50,09-11-2013,piątka,5394 ,62,"8,16,23,24,29,48"
131.80,09-11-2013,czwórka,5394 ,3203,"8,16,23,24,29,48"
0.00,12-11-2013,szóstka,5395 ,0,"11,12,16,23,38,46"
6431.00,12-11-2013,piątka,5395 ,33,"11,12,16,23,38,46"
166.60,12-11-2013,czwórka,5395 ,2129,"11,12,16,23,38,46"
24.00,12-11-2013,trójka,5395 ,38285,"11,12,16,23,38,46"
0.00,16-11-2013,szóstka,5397 ,0,"4,12,15,20,32,44"
5247.70,16-11-2013,piątka,5397 ,84,"4,12,15,20,32,44"
162.60,16-11-2013,czwórka,5397 ,4472,"4,12,15,20,32,44"
24.00,16-11-2013,trójka,5397 ,79916,"4,12,15,20,32,44"
24.00,09-11-2013,trójka,5394 ,53894,"8,16,23,24,29,48"
0.00,21-11-2013,szóstka,5399 ,0,"7,8,10,45,46,48"
6049.80,21-11-2013,piątka,5399 ,36,"7,8,10,45,46,48"
287.80,21-11-2013,czwórka,5399 ,1678,"7,8,10,45,46,48"
4641111.40,19-11-2013,szóstka,5398 ,2,"7,10,11,12,19,27"
3916.70,19-11-2013,piątka,5398 ,114,"7,10,11,12,19,27"
36.00,19-11-2013,czwórka,5398 ,6566,"7,10,11,12,19,27"
24.00,19-11-2013,trójka,5398 ,103869,"7,10,11,12,19,27"
0.00,23-11-2013,szóstka,5400 ,0,"1,12,27,34,36,44"
5615.30,23-11-2013,piątka,5400 ,54,"1,12,27,34,36,44"
175.70,23-11-2013,czwórka,5400 ,2966,"1,12,27,34,36,44"
24.00,23-11-2013,trójka,5400 ,54103,"1,12,27,34,36,44"
24.00,21-11-2013,trójka,5399 ,34332,"7,8,10,45,46,48"
0.00,26-11-2013,szóstka,5401 ,0,"8,20,27,32,36,44"
6716.60,26-11-2013,piątka,5401 ,45,"8,20,27,32,36,44"
228.70,26-11-2013,czwórka,5401 ,2648,"8,20,27,32,36,44"
24.00,26-11-2013,trójka,5401 ,50332,"8,20,27,32,36,44"
12866019.70,03-12-2013,szóstka,5404 ,1,"13,14,17,31,37,42"
4035.00,03-12-2013,piątka,5404 ,148,"13,14,17,31,37,42"
110.70,03-12-2013,czwórka,5404 ,7065,"13,14,17,31,37,42"
24.00,03-12-2013,trójka,5404 ,116717,"13,14,17,31,37,42"
0.00,28-11-2013,szóstka,5402 ,0,"4,10,18,25,33,47"
3928.30,28-11-2013,piątka,5402 ,91,"4,10,18,25,33,47"
137.60,28-11-2013,czwórka,5402 ,3847,"4,10,18,25,33,47"
24.00,28-11-2013,trójka,5402 ,67317,"4,10,18,25,33,47"
0.00,30-11-2013,szóstka,5403 ,0,"6,18,19,25,30,41"
4924.40,30-11-2013,piątka,5403 ,114,"6,18,19,25,30,41"
176.30,30-11-2013,czwórka,5403 ,5401,"6,18,19,25,30,41"
24.00,30-11-2013,trójka,5403 ,100676,"6,18,19,25,30,41"
0.00,05-12-2013,szóstka,5405 ,0,"10,11,36,41,45,48"
6129.90,05-12-2013,piątka,5405 ,37,"10,11,36,41,45,48"
325.40,05-12-2013,czwórka,5405 ,1713,"10,11,36,41,45,48"
24.00,05-12-2013,trójka,5405 ,33482,"10,11,36,41,45,48"
0.00,10-12-2013,szóstka,5407 ,0,"7,25,31,32,35,45"
8714.60,10-12-2013,piątka,5407 ,26,"7,25,31,32,35,45"
238.50,10-12-2013,czwórka,5407 ,1897,"7,25,31,32,35,45"
24.00,10-12-2013,trójka,5407 ,37800,"7,25,31,32,35,45"
2826130.30,07-12-2013,szóstka,5406 ,1,"8,23,32,41,44,49"
6240.00,07-12-2013,piątka,5406 ,46,"8,23,32,41,44,49"
260.70,07-12-2013,czwórka,5406 ,2371,"8,23,32,41,44,49"
24.00,07-12-2013,trójka,5406 ,46008,"8,23,32,41,44,49"
0.00,12-12-2013,szóstka,5408 ,0,"1,11,14,24,33,39"
7992.40,12-12-2013,piątka,5408 ,32,"1,11,14,24,33,39"
196.20,12-12-2013,czwórka,5408 ,2330,"1,11,14,24,33,39"
24.00,12-12-2013,trójka,5408 ,44893,"1,11,14,24,33,39"
